name,address,postcode,city,hint,ID_Map,bezirk,bezirk_id,lfdnr,label_placement,diff,comment,contact,intern comment,status,types,url,,id,lat,lon
"Urban Garden HTW","Wilhelminenhofstr. 75A","12437","Berlin","","106","Köpenick","6","32","2","1.0,-4.0","","jennifer.hill@student.htw-berlin.de , 030 50190","","laufend","","https://www.facebook.com/pg/urbangarden.htw.berlin/about/?ref=page_internal","","",13.52668,52.457114
"Wuhlegarten","Cardinalplatz 1c","12555","Berlin","","109","Köpenick","7","33","2","1.0,-4.0","","","","Laufend","","http://wuhlegarten.de","","12",13.571,52.45573
"Kiezgarten Fischerstraße","Fischerstr. 19/Zobtener Str. 61","10317","Berlin","","61","Lichtenberg","1","34","2","1.0,-4.0","","kontakt@kiezgarten.de,","","laufend","","http://kiezgarten.de/","","",13.4937148531562,52.4959042161294
"Kiezgarten Heinrichtreff","Heinrichstr. 32","10317","Berlin","","62","Lichtenberg","2","35","2","1.0,-4.0","http://nobbin.rasalhague.uberspace.de/downloads/gartenfreund_okt17.pdf","","","Laufend","","http://www.stadtumbau-berlin.de/Kiezgarten-Heinrichstrasse.5756.0.html","","52",13.50013,52.50623
"Lichtenberger Stadtgarten","Allee der Kosmonauten 23a","10315","Berlin","im Landschaftspark Herzberge, neben den Gewächshäußern","71","Lichtenberg","3","36","2","1.0,-4.0","","","","Laufend","","http://www.stadtgarten.org/","","48",13.5130832470131,52.5261145756128
"GU Blume","Blumberger Damm 163-165","12685","Berlin","","39","Marzahn","1","37","2","1.0,-4.0","","Deborah Brüggemann und ich bin die Ehrenamtskoordinatorin der Gemeinschaftsunterkunft.  ehrenamt-blumberger@prisod-wohnen.de","","laufend","","https://www.prisod.de/index.php/projekte/35-pricing-table/detailed/180-ein-interkultureller-garten-fuer-alle","","",13.57339,52.5476
"Interkultureller Garten Marzahn","Golliner Str. 11","12689","Berlin","","50","Marzahn","2","38","2","1.0,-4.0","","","","Laufend","","http://www.stadtumbau-berlin.de/1408.html","","19",13.5809682209015,52.5681139025586
"Spiel/Feld Marzahn","Mühlenbecker Weg","12679","Berlin","auf der Brache bei der Peter-Pan-Grundschule, direkt vor dem Altenpflegeheim Alpenland","97","Marzahn","3","39","2","1.0,-4.0","","","","Laufend","","http://www.spielfeldmarzahn.de","","361",13.5502469015357,52.54688524541
"Krausnickpark","Oranienburger Str. 20","10178","Berlin","","67","Mitte","1","40","2","1.0,-4.0","http://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2007/pressemitteilung.235822.php","","","","","https://www.berliner-stadtplan.com/poi/32310_Krausnickpark-Berlin-Mitte","","346",13.3966729153442,52.5243160750683
"Max Pflanzen","Singerstr. 8a","10179","Berlin","Der Garten befindet sich auf der Rückseite des Max-Planck-Gymnasiums, neben der "Kindergärten City"","74","Mitte","2","41","2","1.0,-4.0","","Frau Kadikowski, Seki der Schule:  030/ 847 1188 30 oder 030/ 847 1188 31","","Laufend","","http://www.mpg-berlin.de/projekt-der-max-pflanzen-gruppe-seit-april-2015-erfolgreich/","","423",13.424131,52.516365
"Tucholsky Gärten","Gartenstr. 107","10155","Berlin","","104","Mitte","3","42","2","1.0,-4.0","","Susanne Gerber  Tucholskystraße 48 0174 3040503 cu@cucusi.de","","laufend","","","","",13.392109,52.52963
"Zaubergarten","Invalidenstr. 43","10115","Berlin","hinter dem Naturkundemuseum","110","Mitte","4","43","2","1.0,-4.0","","","","","","http://www.oekophysiologie.hu-berlin.de/intranet/studfach/AK/zaubergarten","","352",13.37909,52.530289
"Zola-Garten","Zolastr.","10178","Berlin","","111","Mitte","5","44","2","1.0,-4.0","","mail@ankewestermann.de","über Grünanteil","laufend","","https://gruenanteil.net/projects/de/zola-garten","","",13.411583,52.527946
"CRCLR-Gemeinschaftsgarten","Am Sudhaus 2","12053","Berlin","","1","Neukölln","1","45","0","-4.0,0.0","","Annette.Biernath@degewo.de","","laufend","","http://agoracollective.org/events/agora-gartenfest/","","",13.4305302,52.4790823
"Allmende-Kontor","Tempelhofer Feld/Eingang Oderstr.","12049","Berlin","","3","Neukölln","2","46","0","-4.0,0.0","","","","Laufend","","http://www.allmende-kontor.de/","","5",13.41673,52.47459
"Die Gärtnerei","Hermannstr. 84","12051","Berlin","","11","Neukölln","3","47","2","1.0,-4.0","","info@diegaertnerei.berlin","bin mir nicht sicher, ob wir sie mitaufnehmen, Gudrun meint das ist eher ein Bildungsprojekt","laufend","","http://diegaertnerei.berlin/gartenschule/","","",13.42894,52.47137
"Esperanto-Garten","Schudomastr. 32","12055","Berlin","","13","Neukölln","4","48","2","1.0,-4.0","","rolfkemnitzer@yahoo.de, Rolf Kemnitzer John-Schehr-Straße 36 10407 Berlin Tel: 0176 84823747","","laufend","","","","",13.453439,52.4725802
"Gemeinschaftsgarten in der KGK NCR","Sonnenallee 187","12059","Berlin","","30","Neukölln","5","49","2","1.0,-4.0","","koloniencr@gmx.de,  0177 215 80 06 > Sabine Karau","Naturnaher Mehrgenerationengarten >Projektgarten unter dem Motto „naturgemäßes generationsübergreifendes Gärtnern“ f","laufend","","http://map.neue-nachbarschaft.de/projekt/142/35","","",13.45102,52.47602
"Karma Garten","Richardplatz 3K","12055","Berlin","","58","Neukölln","6","50","7","0.0,-2.0","","hello@karma-kultur.de, Larissa Krause","zwischen Richardplatz und Donaustraße","laufend","","","","",13.446138,52.475304
"Kids' Garden","Hobrechtstr. 67","12047","Berlin","","60","Neukölln","7","51","5","0.0,0.0","http://kidsgardenberlin.wordpress.com","info@gruen-fuer-kinder.de","","Laufend","","http://www.gruen-fuer-kinder.de","","33",13.4267985105896,52.4920125714627
"Klunkergarten","Karl-Marx-Str. 66","12043","Berlin","","66","Neukölln","8","52","2","1.0,-4.0","","klunkergarten@horstwirtschaft.de,","","laufend","","","","",13.43306,52.482191
"Käthes Garten","Käthe-Dorsch-Ring 2-8","12353","Berlin","","59","Neukölln","9","53","2","1.0,-4.0","","Ansprechpartnerin ist Annett Biernath vom Kundenzentrum Süd der degewo (Anette.Biernath@degewo.de)","von der Degewo startet  Gropiusstadt Mieter*innengärten","laufend","","https://www.degewo.de/wohnen-in-berlin/berlin-erleben/termine-veranstaltungen/veranstaltung/veranstaltung/kaethes-garten/","","",13.478147,52.424848
"Lern- und Nachbarschaftsgarten im Reuterkiez","Hobrechtstraße 55","10967","Berlin","Zugang über Hobrechtstraße 55 hinter dem Ökozentrum für Jugend und Beruf oder Kottbusser Damm 80","70","Neukölln","10","54","7","0.0,-1.0","","","","Laufend","","","","61",13.4240785713027,52.4917550169943
"Perivoli ","Koppelweg 102","12347","Berlin","Ecke Schlangenweg, Neben Kolonie Guter Wille","89","Neukölln","11","55","2","1.0,-4.0","","","","Laufend","","http://www.foerderverein-tospiti.de/perivoli","","23",13.416386,52.444687
"Permakultur Datsche","Britzer Damm 54b","12347","Berlin","in KGK "Am Braunschweiger Ufer"","90","Neukölln","12","56","2","1.0,-4.0","","datsche@riseup.net ; Jasmin","","laufend","","","","357",13.4350136759185,52.4574530973885
"Prachttomate","Bornsdorfer Str. 9-11","12053","Berlin","","91","Neukölln","13","57","2","1.0,-4.0","","","","Laufend","","","","343",13.4370038184547,52.477021385549
"Pyramidengarten","Columbiadamm 120","10965","Berlin","","93","Neukölln","14","58","2","1.0,-4.0","","","","Laufend","","http://www.pyramidengarten-berlin.de/","","6",13.4082104293436,52.4820499734563
"Rübezahl","Tempelhofer Feld/Eingang Oderstr.","12049","Berlin","","95","Neukölln","15","59","2","1.0,-4.0","","","","Laufend","","http://www.ruebezahl-tempelhof.de","","38",13.4182963015747,52.470768283161
"Stadtteilgarten Schillerkiez","Tempelhofer Feld/Eingang Oderstr.","12049","Berlin","","100","Neukölln","16","60","2","1.0,-4.0","","","","Laufend","","http://schillerkiez.blogsport.de/","","14",13.415463888855,52.4772250250878
"Trial & Error Gartenlabor","Braunschweiger Str. 80","12055","Berlin","","103","Neukölln","17","61","0","-3.0,0.0","","","irgendwo war der schon gelistet, finde ich aber nicht mehr","laufend","","https://www.trial-error.org/workshops-events/gartenlabor/","","",13.442531,52.470704
"Wutzkygarten im Nachbarschaftszentrum","Wutzkyallee 88-98","12353","Berlin","Grophiusstadt; auf dem Gelände des bezirklichen Nachbarschaftszentrums Wutzkyallee","82","Neukölln","18","62","2","1.0,-4.0","","","Info kam vom QM Lipzichalle, ich lasse es bestätigen, bzw. frage nach dem Namen der Inis","laufend","","","","",13.471849,52.42055
"ZusammenWachsen","Buschkrugallee 175","12359","Berlin","U7 Parchimer Allee, in KGK „Am Buschkrug“, Parzelle 360","112","Neukölln","19","63","2","1.0,-4.0","","","","Laufend","","","","382",13.4542095066072,52.4482912241847
"Bunter Garten Buchholz","Aubertstr. 1","13127","Berlin","","8","Pankow","1","64","2","1.0,-4.0","","bunter.garten.buchholz@googlemail.com ; karlludwighoffmann@googlemail.com, Karl-Ludwig Hoffmann Bunter Garten Buchholz e.V. Vorsitzender, Garten-Tel: 01577-4700768","","Laufend","","","","26",13.4166387140862,52.6084526101689
"Interkultureller Gemeinschaftsgarten Garten-Buch","Groscurthstr. 33","13125","Berlin","","53","Pankow","2","65","2","1.0,-4.0","","info@ubb.de, Ilona Winter Umweltbüro für Berlin-Brandenburg e.V. Ueckermünder Str. 3 10439 Berlin   Tel. 030/ 421 37 00","","laufend","","","","",13.497983,52.631601
"Bohnen für die Marie","Marienburger Str. 41","10405","Berlin","","6","Prenzlauer Berg","1","66","2","1.0,-4.0","","","","Laufend","","http://freundeskreismarie.wordpress.com/","","40",13.4243811,52.5349536
"Kids-Kiezgarten in der KGA Bornholm II","Ibsenstr. 20","10439","Berlin","","","Prenzlauer Berg","2","67","2","1.0,-4.0","","","Garten, der von der Schreberjugend in Kooperation mit dem Kleingartenverein bewirtschaftet wird","laufend","","","","",13.406544,52.5556471
"Kiezgarten Schliemannstraße","Schliemannstr. 8","10437","Berlin","","63","Prenzlauer Berg","3","68","2","1.0,-4.0","","","","Laufend","","","","35",13.4181425178604,52.5418983515158
"Peace of Land","Am Weingarten 14","10407","Berlin","","88","Prenzlauer Berg","4","69","2","1.0,-4.0","","Stefan Schneider, stefan@storyhotel.eu","","laufend","","http://www.peaceof.land/","","",13.458547,52.534667
"Tomate sucht Gießkanne","Heinrich-Roller-Straße 18","","Berlin","Friedhofgelände gegenüber, Eingang über Heinrich-Roller-Straße, gegenüber der Grundschule","101","Prenzlauer Berg","5","70","5","1.0,-2.0","","Grüne Liga, Anke Küttner: anke.kuettner@grueneliga-berlin.de","","","","https://www.grueneliga-berlin.de/themen-projekte2/stadtbegruenung/tomate-sucht-giesskanne/","","",13.423366,52.530402
"Bettinchen","Senftenberger Ring 45","13435","Berlin","","4","Reinickendorf","1","71","2","1.0,-4.0","","","","Laufend","","","","327",13.3612015877662,52.6053446010196
"Garten und Seele","Akazienstr. 27","10823","Berlin","","22","Schöneberg","1","72","2","1.0,-4.0","","Aljona Nowokreschenow; aljona@garten-und-seele.de","von Grünanteil, schreibe ich an_ 04.12._CH","","","http://garten-und-seele.de/","","",13.3551337,52.4867091
"Gärten der Künste","Pallasstr. 6a","10781","Berlin","","20","Schöneberg","2","73","2","1.0,-4.0","","","","Laufend","","","","64",13.3584058846558,52.4947284411823
"Kiezinseln Schöneberg","Cheruskerstr. 23a","10829","Berlin","","64","Schöneberg","3","74","2","1.0,-4.0","","","","Laufend","","http://www.taeks.de/familie-und-nachbarschaft/kiezinseln/","","68",13.35861,52.48118
"Pallasseum","Pallasstr. 6","10781","Berlin","","87","Schöneberg","4","75","0","-4.0,0.0","","pallasgaerten@gmx.de,","","laufend","","","","",13.358989,52.49486
"Charlottes Garten","Wansdorfer Steig 16","13587","Berlin","","10","Spandau","1","76","2","1.0,-4.0","","JenniferSchmieder@gmx.de","eine ehemalige, die dort gärtnerte meinte, zu ihrer Zeit, war das öffentlich...","","","https://charlottesgarten.wordpress.com/","","",13.2050326,52.5567097
"Familiengarten der VillaNova","Rauchstr. 66","13587","Berlin","","14","Spandau","2","77","0","-6.0,-6.0","","Sabina.Adleff@kompaxx.de","Über Agnes (Spandau)","laufend","","http://www.kompaxx.de/index.php?id=62","","",13.2093436,52.5616836
"Familiengarten Kotti","Oranienstr. 34","10999","Berlin","Hinterhof","15","Spandau","3","78","2","1.0,-4.0","","Tel.: 030/ 614 3556 e-mail: kotti.neriman-kurt@online.de, Neriman Kurt","","Laufend","","http://www.kotti-berlin.de/index.php/familiengarten","","73",13.2093436,52.5616836
"FrobenGarten","Frobenstr. 17","10783","Berlin","","16","Spandau","4","79","0","-4.0,0.0","","Gruppe F Bettina Walther walther@gruppef.com","","laufend","","http://schoeneberger-norden.de/FrobenGarten-Aufruf-zum-Mitmachen.4829.0.html","","",13.1953538,52.5465481
"Grüne Blase","Blasewitzer Ring 28-34","13593","Berlin","","25","Spandau","5","80","2","1.0,-4.0","","walther@gruppef.com, marie.gurke@web.de","","laufend","","","","",13.1756209,52.520519
"Gemeinschaftsgarten an Offenen Familienwohnung von Casablanca","Kraepelinweg 17","13589","Berlin","","26","Spandau","6","81","2","1.0,-4.0","","Dörthe Kreckel      Tel: 37151520    dkreckel@g-casablanca.de","Über Agnes (Spandau)    seit 2017","laufend","","","","",13.151187,52.5545982
"Interkultureller Garten des SOS Kinderdorf","Gatower Str. 199","13595","Berlin","","49","Spandau","7","82","5","1.0,-2.0","","Jennifer Linn Schreiter    Telefon 030 3699698-0, jennifer-linn.schreiter@sos-kinderdorf.de","Über Agnes (Spandau)    seit 2016","laufend","","http://www.sos-kinderdorf.de/kinderdorf-berlin/angebot-berlin/interkultureller-garten","","",13.179534,52.501455
"Interkultureller Gemeinschaftsgarten an der Jeremia-Kirche","Burbacher Weg 3","13583","Berlin","","51","Spandau","8","83","5","1.0,-4.0","                                PDF: http://www.stadtentwicklung.berlin.de/staedtebau/foerderprogramme/stadtumbau/Gemeinschaftsgarten-an-der-Jeremia-Kirche-P.1627.2.html                                                                   https://anstiftung.de/selbermachen?catid=0&id=93","Fr. Schönecke: 372 62 35           Hr. Fleischhauer: michaelfly@web.de","Über Agnes (Spandau)    Gründungsjahr 2006!","laufend","","http://www.stadtentwicklung.berlin.de/staedtebau/foerderprogramme/stadtumbau/Gemeinschaftsgarten-an-der-Jeremia-Kirche-P.1627.0.html","","",13.178989,52.547416
"Interkultureller Gemeinschaftsgarten der Zufluchtgemeinde Falkenhagener Feld Ost","Westerwaldstr. 16","13589","Berlin","","52","Spandau","9","84","0","-6.0,-6.0","","Fr. Clausen: 3722523","Über Agnes (Spandau)","laufend","","http://www.zuflucht-gemeinde.de/interkulturelles/","","",13.17857,52.550566
"Interkultureller Gemeinschaftsgarten Gatow","Gatower Str. 199","13595","Berlin","","54","Spandau","10","85","2","1.0,-4.0","","Jennifer-Linn.Schreiter@sos-kinderdorf.de, 3699698-0 SOS Kinderdorf;","","laufend","","http://www.sos-kinderdorf.de/kinderdorf-berlin/angebot-berlin/interkultureller-garten","","",13.17947,52.501455
"Neustadtoasen Mittelstraße","Mittelstr. 20","13585","Berlin","","83","Spandau","11","86","2","1.0,-4.0","","jeanine.fornacon@googlemail.com","","Laufend","","http://neustadtoasen.de/standorte/","","372",13.1990203943039,52.547529288094
"Solidarischer Garten der Jugendtheaterwerkstatt","Gelsenkircher Str. 20","13583","Berlin","","96","Spandau","12","87","0","-4.0,0.0","","Kristaina Bauer. kristina@jtw-spandau.de Agnes Duda: 0179 340 12 45, agneskjd@web.de","Über Agnes (Spandau)","laufend","","","","",13.174502,52.545064
"Willkommen-Kultur-Garten am Refugium Spandau","Askanierring 71","13585","Berlin","im Hof der AWO Refugium","108","Spandau","13","88","2","1.0,-4.0","Der Garten befindet sich im Hof!","Gemeinschaftsgartenseite des UBB e.V.; el. 030/ 421 37 00   Mailkontakt: info@ubb.de","","Laufend","","http://www.ubb.de","","417",13.201502,52.552355
"Hofgarten am Mariannenplatz","Mariannenstraße 16-18","10999","Berlin","","42","Steglitz","1","89","2","1.0,-4.0","","030 264852613 Dewego; Annette.Biernath@degewo.de","über Telefonat","laufend","","","","",13.33618,52.419
"Blohmgarten","Blohmstr. 71-73","12307","Berlin","","5","Tempelhof","1","90","2","1.0,-4.0","","generationengarten@nusz.de, Heidi Simbritzki-Schwarz,  Tel. 75 50 31 46","es sind Pachtverträge mit dem Träger für je 1 jahr / Beet abzuschließen, aber mitmachen kann jeder","laufend","","https://www.nusz.de/start/aktiv-im-stadtteil/nachbarschaftsprojekte/blohmgarten-interkultureller-generationengarten/","","",13.38036,52.39015
"Garten der Länder in Mariengrün","Tirschenreuther Ring 14a","12279","Berlin","","21","Tempelhof","2","91","2","1.0,-4.0","","030 264852613  Dewego; Annette.Biernath@degewo.de","","laufend","","","","",13.3458929,52.4100273
"Generationengarten Boseclub","Bosestr. 6","12103","Berlin","","35","Tempelhof","3","92","2","1.0,-4.0","","","","Laufend","","http://www.generationengaerten.de/index.php?option=com_content&view=article&id=13&Itemid=6","","72",13.3787301379593,52.4629582048925
"Interkultureller Generationengarten Lichtenrade – IKGG","Blohmstr. 71-73","12309","Berlin","","55","Tempelhof","4","93","2","1.0,-4.0","","","","Laufend","","https://www.nusz.de/start/aktiv-im-stadtteil/nachbarschaftsprojekte/blohmgarten-interkultureller-generationengarten/","","39",13.381055604477,52.3894025082596
"Stadtacker","Tempelhofer Feld","10965","Berlin","Eingang Columbiadamm 91","99","Tempelhof","5","94","0","-4.0,0.0","","","","Laufend","","http://stadtacker.com","","358",13.4024327206932,52.4814623098072
"Umweltgarten am Tempelhofer Feld","Tempelhofer Damm 103","12099","Berlin","Im 'Gartenkolonie "Tempelhofer Berg" der Bahnlandwirtschaft, Bezirk Berlin","105","Tempelhof","6","95","2","1.0,-4.0","","","","Laufend","","","","375",13.3860151535118,52.4707892889191
"Bürgergarten im Stadtgarten Moabit","Siemensstr. 27","10551","Berlin","","9","Tiergarten","1","96","2","1.0,-4.0","","","","Laufend","","http://www.stephankiez.de/cms/front_content.php","","328",13.3361509931847,52.5335859789991
"Interkultureller Garten City im Familiengarten Mitte","Lützowstr. 28","10785","Berlin","","47","Tiergarten","2","97","2","1.0,-4.0","","Tel: (030) 25 79 78 63, E-Mail: fetibayran@gmx.de","","","","","","21",13.363443,52.50358
"Interkultureller Garten Altglienicke Datscha","Nelkenweg 63","12524","Berlin","Mohnweg, Ecke Nelkenweg ","44","Treptow","1","98","2","1.0,-4.0","","Tel.: 030 - 65 57 561","Rudower Straße 51, 12557 Berlin","Laufend","","","","10",13.5391576322937,52.4077026636469
"Moros Garten","Karpfenteichstr. 13","12435","Berlin","","78","Treptow","2","99","5","1.0,-2.0","","stephi.klose@posteo.de","","Laufend","","","","351",13.4653979,52.4823945
"Multitude Garten","Karpfenteichstr. 13","12435","Berlin","","79","Treptow","3","100","2","1.0,-4.0","","","","","","","","",13.4653979,52.4823945
"Elstergarten","Graunstr. 33","13355","Berlin","","12","Wedding","1","101","0","-4.0,0.0","","elster-garten@gmx.de","auch Gruppe F Frau Walther verbindet, habe nochmal angeschrieben_30.11. ; Medlung über die DEWEGO","laufend","","http://www.brunnenviertel-brunnenstrasse.de/Nachricht.aktuell0+M53e32a08c57.0.html","","",13.39839,52.54509
"Gemeinschaftsgarten Centre Français","Müllerstrasse 74","13349","Berlin","","28","Wedding","2","102","2","1.0,-4.0","","gaerten@centre-francais.de","von Sonja Himmelbeet","laufend","","http://centre-francais.de/de/der-gemeinschaftsgarten/","","",13.3391068,52.5583852
"himmelbeet","Ruheplatzstr. 12","13347","Berlin","","41","Wedding","3","103","2","1.0,-4.0","","Tel:  +49 (0) 162 2987205 mail@himmelbeet.de","","Laufend","","","","340",13.3501963485489,52.5518639365812
"Interkultureller Garten der Generationen (SUZ Mitte)","Seestr. 74","13347","Berlin","","48","Wedding","4","104","2","1.0,-4.0","","fuhrmann@suz-mitte.de","","Laufend","","http://www.suz-mitte.de","","20",13.3638523336601,52.5559011710599
"Inklusiver Kräutergarten am Dohnagestell","Dohnagestell 10","13351","Berlin","","68","Wedding","5","105","2","1.0,-4.0","","rosenthalsonja@himmelbeet.de","von Sonja Himmelbeet","laufend","","","","",13.33423,52.544464
